id;category;difficulty;question_fr;question_en;choices_fr;choices_en;correct;explanation_fr;explanation_en;source_hint
395;Chimie;3;"Quelle est la formule du sulfate de cuivre(II) ?";"What is the formula of copper(II) sulfate?";"A) CuSO₄ | B) Cu₂SO₄ | C) CuS | D) CuSO₃";"A) CuSO₄ | B) Cu₂SO₄ | C) CuS | D) CuSO₃";"A";"Le sulfate de cuivre(II) est CuSO₄.";"Copper(II) sulfate is CuSO₄.";"Chemical formulas"
396;Chimie;3;"Quel gaz est produit lors de l'électrolyse de l'eau à la cathode ?";"Which gas is produced at the cathode during water electrolysis?";"A) Oxygène | B) Hydrogène | C) Chlore | D) Azote";"A) Oxygen | B) Hydrogen | C) Chlorine | D) Nitrogen";"B";"À la cathode (réduction): 2H₂O + 2e⁻ → H₂ + 2OH⁻.";"At the cathode (reduction): 2H₂O + 2e⁻ → H₂ + 2OH⁻.";"Electrochemistry"
397;Chimie;3;"Quel est le pH d'une solution de HCl à 0.001 mol/L ?";"What is the pH of a 0.001 mol/L HCl solution?";"A) 1 | B) 2 | C) 3 | D) 4";"A) 1 | B) 2 | C) 3 | D) 4";"C";"pH = -log[H⁺] = -log(0.001) = 3.";"pH = -log[H⁺] = -log(0.001) = 3.";"Acid-base chemistry"
398;Chimie;3;"Quel élément a le symbole Fe ?";"Which element has the symbol Fe?";"A) Fluor | B) Fer | C) Francium | D) Fermium";"A) Fluorine | B) Iron | C) Francium | D) Fermium";"B";"Fe vient du latin ferrum (fer).";"Fe comes from Latin ferrum (iron).";"Periodic table"
399;Chimie;3;"Quelle est la géométrie moléculaire du méthane CH₄ ?";"What is the molecular geometry of methane CH₄?";"A) Linéaire | B) Plane carrée | C) Tétraédrique | D) Octaédrique";"A) Linear | B) Square planar | C) Tetrahedral | D) Octahedral";"C";"CH₄ a une géométrie tétraédrique avec des angles de 109.5°.";"CH₄ has tetrahedral geometry with 109.5° angles.";"Molecular geometry"
400;Chimie;3;"Quel est le nom IUPAC de CH₃CH₂OH ?";"What is the IUPAC name of CH₃CH₂OH?";"A) Méthanol | B) Éthanol | C) Propanol | D) Butanol";"A) Methanol | B) Ethanol | C) Propanol | D) Butanol";"B";"CH₃CH₂OH est l'éthanol (alcool à 2 carbones).";"CH₃CH₂OH is ethanol (2-carbon alcohol).";"Organic chemistry"
401;Biologie;3;"Combien de paires de chromosomes possède une cellule humaine normale ?";"How many chromosome pairs does a normal human cell have?";"A) 22 | B) 23 | C) 24 | D) 46";"A) 22 | B) 23 | C) 24 | D) 46";"B";"23 paires (22 autosomes + 1 paire de chromosomes sexuels).";"23 pairs (22 autosomes + 1 pair of sex chromosomes).";"Genetics"
402;Biologie;3;"Quel est le nom du processus de copie de l'ADN ?";"What is the process of copying DNA called?";"A) Transcription | B) Traduction | C) Réplication | D) Mutation";"A) Transcription | B) Translation | C) Replication | D) Mutation";"C";"La réplication produit une copie identique de l'ADN.";"Replication produces an identical copy of DNA.";"Molecular biology"
403;Biologie;3;"Quel codon correspond au début de la traduction (codon start) ?";"Which codon starts translation (start codon)?";"A) AUG | B) UAA | C) UGA | D) UAG";"A) AUG | B) UAA | C) UGA | D) UAG";"A";"AUG code pour la méthionine et initie la traduction.";"AUG codes for methionine and initiates translation.";"Molecular biology"
404;Biologie;3;"Quelle enzyme déroule la double hélice d'ADN lors de la réplication ?";"Which enzyme unwinds the DNA double helix during replication?";"A) ADN polymérase | B) Hélicase | C) Ligase | D) Primase";"A) DNA polymerase | B) Helicase | C) Ligase | D) Primase";"B";"L'hélicase sépare les deux brins d'ADN.";"Helicase separates the two DNA strands.";"Molecular biology"
405;Biologie;3;"Quel est le produit final de la glycolyse (par glucose) ?";"What is the end product of glycolysis (per glucose)?";"A) 1 pyruvate | B) 2 pyruvates | C) 1 lactate | D) 2 ATP";"A) 1 pyruvate | B) 2 pyruvates | C) 1 lactate | D) 2 ATP";"B";"La glycolyse produit 2 pyruvates par molécule de glucose.";"Glycolysis produces 2 pyruvates per glucose molecule.";"Biochemistry"
406;Biologie;3;"Où se déroule le cycle de Krebs dans une cellule eucaryote ?";"Where does the Krebs cycle occur in a eukaryotic cell?";"A) Cytoplasme | B) Noyau | C) Matrice mitochondriale | D) Réticulum endoplasmique";"A) Cytoplasm | B) Nucleus | C) Mitochondrial matrix | D) Endoplasmic reticulum";"C";"Le cycle de Krebs a lieu dans la matrice des mitochondries.";"The Krebs cycle occurs in the mitochondrial matrix.";"Biochemistry"
407;Biologie;3;"Quel type de molécule est un anticorps ?";"What type of molecule is an antibody?";"A) Glucide | B) Lipide | C) Protéine | D) Acide nucléique";"A) Carbohydrate | B) Lipid | C) Protein | D) Nucleic acid";"C";"Les anticorps (immunoglobulines) sont des protéines.";"Antibodies (immunoglobulins) are proteins.";"Immunology"
408;Biologie;3;"Combien de bases azotées différentes composent l'ADN ?";"How many different nitrogenous bases make up DNA?";"A) 2 | B) 3 | C) 4 | D) 5";"A) 2 | B) 3 | C) 4 | D) 5";"C";"Adénine, Thymine, Guanine, Cytosine (A, T, G, C).";"Adenine, Thymine, Guanine, Cytosine (A, T, G, C).";"Molecular biology"
409;Biologie;3;"Quelle vitamine est essentielle pour la coagulation sanguine ?";"Which vitamin is essential for blood clotting?";"A) Vitamine A | B) Vitamine C | C) Vitamine K | D) Vitamine E";"A) Vitamin A | B) Vitamin C | C) Vitamin K | D) Vitamin E";"C";"La vitamine K est nécessaire à la synthèse de facteurs de coagulation.";"Vitamin K is needed for synthesizing clotting factors.";"Biochemistry"
410;Biologie;3;"Quel organite contient des enzymes digestives dans la cellule ?";"Which organelle contains digestive enzymes in the cell?";"A) Ribosome | B) Lysosome | C) Peroxysome | D) Golgi";"A) Ribosome | B) Lysosome | C) Peroxisome | D) Golgi";"B";"Les lysosomes contiennent des hydrolases acides.";"Lysosomes contain acid hydrolases.";"Cell biology"
411;Physique;3;"Quelle est la troisième loi de Newton ?";"What is Newton's third law?";"A) F = ma | B) Action = Réaction | C) Inertie | D) Conservation de l'énergie";"A) F = ma | B) Action = Reaction | C) Inertia | D) Conservation of energy";"B";"Toute action engendre une réaction égale et opposée.";"Every action has an equal and opposite reaction.";"Mechanics"
412;Physique;3;"Quelle constante représente G dans la loi de gravitation universelle ?";"What does G represent in the universal law of gravitation?";"A) Accélération gravitationnelle | B) Constante gravitationnelle universelle | C) Gravité terrestre | D) Masse";"A) Gravitational acceleration | B) Universal gravitational constant | C) Earth's gravity | D) Mass";"B";"G ≈ 6.674 × 10⁻¹¹ N·m²/kg².";"G ≈ 6.674 × 10⁻¹¹ N·m²/kg².";"Gravitation"
413;Chimie;3;"Quel est le nombre d'Avogadro (approx.) ?";"What is Avogadro's number (approx.)?";"A) 6.02 × 10²³ | B) 6.02 × 10²⁰ | C) 3.14 × 10²³ | D) 9.81 × 10²³";"A) 6.02 × 10²³ | B) 6.02 × 10²⁰ | C) 3.14 × 10²³ | D) 9.81 × 10²³";"A";"Nₐ ≈ 6.022 × 10²³ mol⁻¹.";"Nₐ ≈ 6.022 × 10²³ mol⁻¹.";"Chemistry constants"
414;Biologie;3;"Quel processus produit des gamètes (cellules sexuelles) ?";"Which process produces gametes (sex cells)?";"A) Mitose | B) Méiose | C) Fécondation | D) Différenciation";"A) Mitosis | B) Meiosis | C) Fertilization | D) Differentiation";"B";"La méiose réduit le nombre de chromosomes de moitié.";"Meiosis reduces the chromosome number by half.";"Cell biology"
415;Physique;3;"Quel est le spectre électromagnétique dans l'ordre croissant de fréquence ?";"What is the electromagnetic spectrum in order of increasing frequency?";"A) Gamma, X, UV, visible, IR, micro-ondes, radio | B) Radio, micro-ondes, IR, visible, UV, X, gamma | C) Visible, UV, IR, X, gamma, radio | D) IR, visible, UV, radio, X, gamma";"A) Gamma, X, UV, visible, IR, microwaves, radio | B) Radio, microwaves, IR, visible, UV, X, gamma | C) Visible, UV, IR, X, gamma, radio | D) IR, visible, UV, radio, X, gamma";"B";"Fréquence croissante: radio → micro-ondes → IR → visible → UV → X → gamma.";"Increasing frequency: radio → microwaves → IR → visible → UV → X → gamma.";"Electromagnetic spectrum"
416;Géographie;2;"Quelle est la capitale de la Thaïlande ?";"What is the capital of Thailand?";"A) Hanoï | B) Bangkok | C) Manille | D) Jakarta";"A) Hanoi | B) Bangkok | C) Manila | D) Jakarta";"B";"Bangkok est la capitale et plus grande ville de Thaïlande.";"Bangkok is the capital and largest city of Thailand.";"Asia"
417;Géographie;2;"Quel est le plus long fleuve d'Asie ?";"What is the longest river in Asia?";"A) Gange | B) Mékong | C) Yangtsé (Chang Jiang) | D) Indus";"A) Ganges | B) Mekong | C) Yangtze (Chang Jiang) | D) Indus";"C";"Le Yangtsé (6 300 km) est le plus long fleuve d'Asie.";"The Yangtze (6,300 km) is the longest river in Asia.";"Asia"
418;Géographie;2;"Quelle est la capitale du Vietnam ?";"What is the capital of Vietnam?";"A) Ho Chi Minh-Ville | B) Hanoï | C) Da Nang | D) Hué";"A) Ho Chi Minh City | B) Hanoi | C) Da Nang | D) Hue";"B";"Hanoï est la capitale du Vietnam (Ho Chi Minh-Ville est la plus grande ville).";"Hanoi is the capital of Vietnam (Ho Chi Minh City is the largest city).";"Asia"
419;Géographie;2;"Quel pays est un archipel de plus de 17 000 îles en Asie du Sud-Est ?";"Which country is an archipelago of over 17,000 islands in Southeast Asia?";"A) Philippines | B) Malaisie | C) Indonésie | D) Japon";"A) Philippines | B) Malaysia | C) Indonesia | D) Japan";"C";"L'Indonésie compte plus de 17 000 îles, le plus grand archipel du monde.";"Indonesia has over 17,000 islands, the world's largest archipelago.";"Asia"
420;Géographie;2;"Quelle est la capitale de la Corée du Sud ?";"What is the capital of South Korea?";"A) Busan | B) Séoul | C) Pyongyang | D) Incheon";"A) Busan | B) Seoul | C) Pyongyang | D) Incheon";"B";"Séoul est la capitale de la Corée du Sud.";"Seoul is the capital of South Korea.";"Asia"
421;Géographie;3;"Quel détroit sépare la Malaisie de l'Indonésie (Sumatra) ?";"Which strait separates Malaysia from Indonesia (Sumatra)?";"A) Détroit de Malacca | B) Détroit de Singapour | C) Détroit de Sunda | D) Détroit de Lombok";"A) Strait of Malacca | B) Singapore Strait | C) Sunda Strait | D) Lombok Strait";"A";"Le détroit de Malacca est une voie maritime majeure entre Malaisie et Sumatra.";"The Strait of Malacca is a major shipping lane between Malaysia and Sumatra.";"Asia"
422;Géographie;2;"Quelle est la capitale des Philippines ?";"What is the capital of the Philippines?";"A) Cebu | B) Manille | C) Davao | D) Quezon City";"A) Cebu | B) Manila | C) Davao | D) Quezon City";"B";"Manille est la capitale des Philippines.";"Manila is the capital of the Philippines.";"Asia"
423;Géographie;2;"Quel pays d'Asie centrale a pour capitale Astana (Nur-Sultan) ?";"Which Central Asian country has Astana (Nur-Sultan) as its capital?";"A) Ouzbékistan | B) Kazakhstan | C) Turkménistan | D) Kirghizistan";"A) Uzbekistan | B) Kazakhstan | C) Turkmenistan | D) Kyrgyzstan";"B";"Astana est la capitale du Kazakhstan.";"Astana is the capital of Kazakhstan.";"Asia"
424;Géographie;2;"Quelle est la capitale du Pérou ?";"What is the capital of Peru?";"A) Bogotá | B) Lima | C) Quito | D) La Paz";"A) Bogotá | B) Lima | C) Quito | D) La Paz";"B";"Lima est la capitale du Pérou.";"Lima is the capital of Peru.";"South America"
425;Géographie;2;"Quel est le plus haut sommet d'Amérique du Sud ?";"What is the highest peak in South America?";"A) Cotopaxi | B) Aconcagua | C) Huascarán | D) Mont Fitz Roy";"A) Cotopaxi | B) Aconcagua | C) Huascarán | D) Mount Fitz Roy";"B";"L'Aconcagua (6 961 m) en Argentine est le plus haut sommet d'Amérique du Sud.";"Aconcagua (6,961 m) in Argentina is the highest peak in South America.";"South America"
426;Géographie;2;"Quelle est la capitale de la Colombie ?";"What is the capital of Colombia?";"A) Medellín | B) Bogotá | C) Cali | D) Carthagène";"A) Medellín | B) Bogotá | C) Cali | D) Cartagena";"B";"Bogotá est la capitale de la Colombie.";"Bogotá is the capital of Colombia.";"South America"
427;Géographie;2;"Quel pays sud-américain est traversé par l'équateur et a Quito pour capitale ?";"Which South American country is crossed by the equator and has Quito as its capital?";"A) Colombie | B) Équateur | C) Pérou | D) Venezuela";"A) Colombia | B) Ecuador | C) Peru | D) Venezuela";"B";"L'Équateur tire son nom de la ligne équatoriale qui le traverse.";"Ecuador takes its name from the equatorial line that crosses it.";"South America"
428;Géographie;2;"Quelle est la capitale du Chili ?";"What is the capital of Chile?";"A) Valparaíso | B) Santiago | C) Concepción | D) Antofagasta";"A) Valparaíso | B) Santiago | C) Concepción | D) Antofagasta";"B";"Santiago est la capitale du Chili.";"Santiago is the capital of Chile.";"South America"
429;Géographie;3;"Quel désert côtier se trouve au nord du Chili ?";"Which coastal desert is located in northern Chile?";"A) Atacama | B) Namib | C) Sonora | D) Kalahari";"A) Atacama | B) Namib | C) Sonora | D) Kalahari";"A";"Le désert d'Atacama est l'un des plus arides au monde.";"The Atacama Desert is one of the driest in the world.";"South America"
430;Géographie;2;"Quelle est la capitale du Kenya ?";"What is the capital of Kenya?";"A) Lagos | B) Nairobi | C) Dar es Salaam | D) Kampala";"A) Lagos | B) Nairobi | C) Dar es Salaam | D) Kampala";"B";"Nairobi est la capitale du Kenya.";"Nairobi is the capital of Kenya.";"Africa"
431;Géographie;2;"Quel grand lac africain est partagé entre le Kenya, la Tanzanie et l'Ouganda ?";"Which large African lake is shared by Kenya, Tanzania, and Uganda?";"A) Lac Tanganyika | B) Lac Victoria | C) Lac Malawi | D) Lac Turkana";"A) Lake Tanganyika | B) Lake Victoria | C) Lake Malawi | D) Lake Turkana";"B";"Le lac Victoria est le plus grand lac d'Afrique par superficie.";"Lake Victoria is Africa's largest lake by surface area.";"Africa"
432;Géographie;2;"Quelle est la capitale de l'Éthiopie ?";"What is the capital of Ethiopia?";"A) Addis-Abeba | B) Asmara | C) Djibouti | D) Mogadiscio";"A) Addis Ababa | B) Asmara | C) Djibouti | D) Mogadishu";"A";"Addis-Abeba est la capitale de l'Éthiopie.";"Addis Ababa is the capital of Ethiopia.";"Africa"
433;Géographie;2;"Quel pays africain a pour capitale Accra ?";"Which African country has Accra as its capital?";"A) Nigeria | B) Ghana | C) Côte d'Ivoire | D) Sénégal";"A) Nigeria | B) Ghana | C) Ivory Coast | D) Senegal";"B";"Accra est la capitale du Ghana.";"Accra is the capital of Ghana.";"Africa"
434;Géographie;2;"Quelle est la capitale du Sénégal ?";"What is the capital of Senegal?";"A) Bamako | B) Dakar | C) Conakry | D) Abidjan";"A) Bamako | B) Dakar | C) Conakry | D) Abidjan";"B";"Dakar est la capitale du Sénégal.";"Dakar is the capital of Senegal.";"Africa"
435;Géographie;3;"Quel fleuve africain traverse le Mali et le Nigeria avant de se jeter dans le golfe de Guinée ?";"Which African river flows through Mali and Nigeria before emptying into the Gulf of Guinea?";"A) Congo | B) Niger | C) Zambèze | D) Nil";"A) Congo | B) Niger | C) Zambezi | D) Nile";"B";"Le fleuve Niger traverse plusieurs pays d'Afrique de l'Ouest.";"The Niger River flows through several West African countries.";"Africa"
436;Géographie;2;"Quelle est la capitale de la Tanzanie (législative) ?";"What is the capital of Tanzania (legislative)?";"A) Dar es Salaam | B) Dodoma | C) Arusha | D) Zanzibar City";"A) Dar es Salaam | B) Dodoma | C) Arusha | D) Zanzibar City";"B";"Dodoma est la capitale officielle de la Tanzanie.";"Dodoma is the official capital of Tanzania.";"Africa"
437;Géographie;2;"Quel pays insulaire se trouve à l'est de l'Afrique dans l'océan Indien ?";"Which island country is located east of Africa in the Indian Ocean?";"A) Seychelles | B) Maurice | C) Madagascar | D) Comores";"A) Seychelles | B) Mauritius | C) Madagascar | D) Comoros";"C";"Madagascar est la 4e plus grande île du monde.";"Madagascar is the 4th largest island in the world.";"Africa"
438;Géographie;2;"Quelle est la capitale de l'Australie ?";"What is the capital of Australia?";"A) Sydney | B) Melbourne | C) Canberra | D) Brisbane";"A) Sydney | B) Melbourne | C) Canberra | D) Brisbane";"C";"Canberra a été choisie comme capitale de compromis entre Sydney et Melbourne.";"Canberra was chosen as a compromise capital between Sydney and Melbourne.";"Oceania"
439;Géographie;2;"Quel pays océanien est composé de deux îles principales (Nord et Sud) ?";"Which Oceanian country consists of two main islands (North and South)?";"A) Fidji | B) Nouvelle-Zélande | C) Papouasie-Nouvelle-Guinée | D) Samoa";"A) Fiji | B) New Zealand | C) Papua New Guinea | D) Samoa";"B";"La Nouvelle-Zélande comprend l'île du Nord et l'île du Sud.";"New Zealand consists of the North Island and South Island.";"Oceania"
440;Géographie;3;"Quel est le point culminant de l'Océanie ?";"What is the highest point in Oceania?";"A) Mont Cook | B) Mont Wilhelm | C) Puncak Jaya | D) Mauna Kea";"A) Mount Cook | B) Mount Wilhelm | C) Puncak Jaya | D) Mauna Kea";"C";"Le Puncak Jaya (4 884 m) en Papouasie est le plus haut sommet d'Océanie.";"Puncak Jaya (4,884 m) in Papua is the highest peak in Oceania.";"Oceania"
441;Géographie;2;"Quelle est la capitale des Fidji ?";"What is the capital of Fiji?";"A) Suva | B) Nadi | C) Apia | D) Port Moresby";"A) Suva | B) Nadi | C) Apia | D) Port Moresby";"A";"Suva est la capitale des Fidji.";"Suva is the capital of Fiji.";"Oceania"
442;Géographie;2;"Quelle est la capitale du Mexique ?";"What is the capital of Mexico?";"A) Guadalajara | B) Monterrey | C) Mexico | D) Cancún";"A) Guadalajara | B) Monterrey | C) Mexico City | D) Cancún";"C";"Mexico (Ciudad de México) est la capitale du Mexique.";"Mexico City (Ciudad de México) is the capital of Mexico.";"Central America"
443;Géographie;2;"Quel pays d'Amérique centrale relie l'Amérique du Nord et du Sud par un isthme ?";"Which Central American country connects North and South America via an isthmus?";"A) Costa Rica | B) Panama | C) Nicaragua | D) Honduras";"A) Costa Rica | B) Panama | C) Nicaragua | D) Honduras";"B";"Le Panama relie les deux continents et abrite le célèbre canal.";"Panama connects the two continents and hosts the famous canal.";"Central America"
444;Géographie;2;"Quelle est la capitale de Cuba ?";"What is the capital of Cuba?";"A) Santiago de Cuba | B) La Havane | C) Trinidad | D) Varadero";"A) Santiago de Cuba | B) Havana | C) Trinidad | D) Varadero";"B";"La Havane est la capitale de Cuba.";"Havana is the capital of Cuba.";"Caribbean"
445;Géographie;3;"Quel pays des Caraïbes partage l'île d'Hispaniola avec la République dominicaine ?";"Which Caribbean country shares the island of Hispaniola with the Dominican Republic?";"A) Jamaïque | B) Haïti | C) Porto Rico | D) Cuba";"A) Jamaica | B) Haiti | C) Puerto Rico | D) Cuba";"B";"Haïti occupe la partie occidentale d'Hispaniola.";"Haiti occupies the western part of Hispaniola.";"Caribbean"
446;Géographie;2;"Quelle est la capitale de l'Iran ?";"What is the capital of Iran?";"A) Ispahan | B) Téhéran | C) Chiraz | D) Tabriz";"A) Isfahan | B) Tehran | C) Shiraz | D) Tabriz";"B";"Téhéran est la capitale de l'Iran.";"Tehran is the capital of Iran.";"Middle East"
447;Géographie;2;"Quelle est la capitale des Émirats arabes unis ?";"What is the capital of the United Arab Emirates?";"A) Dubaï | B) Abou Dabi | C) Sharjah | D) Doha";"A) Dubai | B) Abu Dhabi | C) Sharjah | D) Doha";"B";"Abou Dabi est la capitale des EAU (Dubaï est la plus grande ville).";"Abu Dhabi is the capital of UAE (Dubai is the largest city).";"Middle East"
448;Géographie;2;"Quelle mer intérieure est bordée par la Russie, le Kazakhstan et l'Azerbaïdjan ?";"Which inland sea is bordered by Russia, Kazakhstan, and Azerbaijan?";"A) Mer Noire | B) Mer Caspienne | C) Mer d'Aral | D) Mer Morte";"A) Black Sea | B) Caspian Sea | C) Aral Sea | D) Dead Sea";"B";"La mer Caspienne est la plus grande étendue d'eau fermée du monde.";"The Caspian Sea is the world's largest enclosed body of water.";"Asia/Europe"
449;Géographie;3;"Quel petit pays est enclavé entre la France et l'Espagne dans les Pyrénées ?";"Which small country is landlocked between France and Spain in the Pyrenees?";"A) Monaco | B) Saint-Marin | C) Andorre | D) Liechtenstein";"A) Monaco | B) San Marino | C) Andorra | D) Liechtenstein";"C";"Andorre est une principauté dans les Pyrénées.";"Andorra is a principality in the Pyrenees.";"Europe"
450;Géographie;2;"Quelle est la capitale de la Pologne ?";"What is the capital of Poland?";"A) Cracovie | B) Varsovie | C) Gdańsk | D) Wrocław";"A) Kraków | B) Warsaw | C) Gdańsk | D) Wrocław";"B";"Varsovie est la capitale de la Pologne.";"Warsaw is the capital of Poland.";"Europe"
451;Film;2;"Quel acteur a incarné Wolverine dans 10 films Marvel/X-Men (2000-2024) ?";"Which actor portrayed Wolverine in 10 Marvel/X-Men films (2000-2024)?";"A) Hugh Jackman | B) Chris Hemsworth | C) Ryan Reynolds | D) Patrick Stewart";"A) Hugh Jackman | B) Chris Hemsworth | C) Ryan Reynolds | D) Patrick Stewart";"A";"Hugh Jackman détient le record Guinness du plus long rôle de superhéros Marvel.";"Hugh Jackman holds the Guinness record for longest Marvel superhero portrayal.";"Cinema"
452;Film;2;"Quel film de Quentin Tarantino a remporté la Palme d'Or à Cannes en 1994 ?";"Which Quentin Tarantino film won the Palme d'Or at Cannes in 1994?";"A) Reservoir Dogs | B) Pulp Fiction | C) Kill Bill | D) Django Unchained";"A) Reservoir Dogs | B) Pulp Fiction | C) Kill Bill | D) Django Unchained";"B";"Pulp Fiction a gagné la Palme d'Or à Cannes 1994.";"Pulp Fiction won the Palme d'Or at Cannes 1994.";"Cinema"
453;Film;2;"Dans Pulp Fiction, quel acteur joue le tueur à gages Vincent Vega ?";"In Pulp Fiction, which actor plays hitman Vincent Vega?";"A) Samuel L. Jackson | B) John Travolta | C) Bruce Willis | D) Tim Roth";"A) Samuel L. Jackson | B) John Travolta | C) Bruce Willis | D) Tim Roth";"B";"John Travolta incarne Vincent Vega.";"John Travolta plays Vincent Vega.";"Cinema"
454;Film;2;"Quel film de 1999 avec Keanu Reeves explore un monde virtuel appelé la Matrice ?";"Which 1999 film with Keanu Reeves explores a virtual world called the Matrix?";"A) Johnny Mnemonic | B) The Matrix | C) Constantine | D) Speed";"A) Johnny Mnemonic | B) The Matrix | C) Constantine | D) Speed";"B";"The Matrix (1999) des Wachowski est devenu culte.";"The Matrix (1999) by the Wachowskis became iconic.";"Cinema"
455;Film;2;"Dans Fight Club (1999), quel acteur joue Tyler Durden ?";"In Fight Club (1999), which actor plays Tyler Durden?";"A) Edward Norton | B) Brad Pitt | C) Jared Leto | D) Meat Loaf";"A) Edward Norton | B) Brad Pitt | C) Jared Leto | D) Meat Loaf";"B";"Brad Pitt incarne Tyler Durden.";"Brad Pitt plays Tyler Durden.";"Cinema"
456;Film;2;"Quel réalisateur a créé la trilogie Le Seigneur des Anneaux (2001-2003) ?";"Which director created The Lord of the Rings trilogy (2001-2003)?";"A) Peter Jackson | B) Steven Spielberg | C) James Cameron | D) Christopher Nolan";"A) Peter Jackson | B) Steven Spielberg | C) James Cameron | D) Christopher Nolan";"A";"Peter Jackson a réalisé la trilogie en Nouvelle-Zélande.";"Peter Jackson directed the trilogy in New Zealand.";"Cinema"
457;Film;2;"Quel film de la trilogie Le Seigneur des Anneaux a remporté 11 Oscars ?";"Which Lord of the Rings film won 11 Oscars?";"A) Les Deux Tours | B) La Communauté de l'Anneau | C) Le Retour du Roi | D) Le Hobbit";"A) The Two Towers | B) The Fellowship of the Ring | C) The Return of the King | D) The Hobbit";"C";"Le Retour du Roi (2003) a gagné 11 Oscars dont meilleur film.";"The Return of the King (2003) won 11 Oscars including Best Picture.";"Cinema"
458;Film;2;"Quel acteur britannique a joué James Bond dans 7 films (1973-1985) ?";"Which British actor played James Bond in 7 films (1973-1985)?";"A) Sean Connery | B) Roger Moore | C) Daniel Craig | D) Pierce Brosnan";"A) Sean Connery | B) Roger Moore | C) Daniel Craig | D) Pierce Brosnan";"B";"Roger Moore détient le record du plus grand nombre de films Bond.";"Roger Moore holds the record for most Bond films.";"Cinema"
459;Film;2;"Quel film de Christopher Nolan (2010) explore des rêves imbriqués ?";"Which Christopher Nolan film (2010) explores nested dreams?";"A) Memento | B) Inception | C) Interstellar | D) The Prestige";"A) Memento | B) Inception | C) Interstellar | D) The Prestige";"B";"Inception avec Leonardo DiCaprio explore les niveaux de rêves.";"Inception with Leonardo DiCaprio explores dream levels.";"Cinema"
460;Film;2;"Quel acteur joue le Joker dans The Dark Knight (2008) ?";"Which actor plays the Joker in The Dark Knight (2008)?";"A) Jack Nicholson | B) Heath Ledger | C) Joaquin Phoenix | D) Jared Leto";"A) Jack Nicholson | B) Heath Ledger | C) Joaquin Phoenix | D) Jared Leto";"B";"Heath Ledger a reçu un Oscar posthume pour ce rôle.";"Heath Ledger won a posthumous Oscar for this role.";"Cinema"
461;Film;2;"Quel est le premier film du Marvel Cinematic Universe (MCU) sorti en 2008 ?";"What was the first Marvel Cinematic Universe (MCU) film released in 2008?";"A) Thor | B) Iron Man | C) Captain America | D) The Avengers";"A) Thor | B) Iron Man | C) Captain America | D) The Avengers";"B";"Iron Man avec Robert Downey Jr. a lancé le MCU.";"Iron Man with Robert Downey Jr. launched the MCU.";"Cinema"
462;Film;2;"Quel réalisateur mexicain a réalisé Le Labyrinthe de Pan (2006) ?";"Which Mexican director made Pan's Labyrinth (2006)?";"A) Alfonso Cuarón | B) Guillermo del Toro | C) Alejandro G. Iñárritu | D) Robert Rodriguez";"A) Alfonso Cuarón | B) Guillermo del Toro | C) Alejandro G. Iñárritu | D) Robert Rodriguez";"B";"Guillermo del Toro a réalisé ce conte sombre espagnol.";"Guillermo del Toro directed this dark Spanish tale.";"Cinema"
463;Film;2;"Quel acteur joue le rôle-titre dans Forrest Gump (1994) ?";"Which actor plays the title role in Forrest Gump (1994)?";"A) Tom Cruise | B) Tom Hanks | C) Robin Williams | D) Dustin Hoffman";"A) Tom Cruise | B) Tom Hanks | C) Robin Williams | D) Dustin Hoffman";"B";"Tom Hanks a remporté l'Oscar du meilleur acteur pour Forrest Gump.";"Tom Hanks won the Best Actor Oscar for Forrest Gump.";"Cinema"
464;Film;2;"Quel film de James Cameron (1997) fut le premier à dépasser le milliard de dollars ?";"Which James Cameron film (1997) was first to exceed one billion dollars?";"A) Jurassic Park | B) Titanic | C) Men in Black | D) Avatar";"A) Jurassic Park | B) Titanic | C) Men in Black | D) Avatar";"B";"Titanic a battu tous les records de l'époque.";"Titanic broke all records at the time.";"Cinema"
465;Film;2;"Quel acteur joue le capitaine Jack Sparrow dans Pirates des Caraïbes ?";"Which actor plays Captain Jack Sparrow in Pirates of the Caribbean?";"A) Orlando Bloom | B) Johnny Depp | C) Geoffrey Rush | D) Keira Knightley";"A) Orlando Bloom | B) Johnny Depp | C) Geoffrey Rush | D) Keira Knightley";"B";"Johnny Depp a créé ce personnage iconique à partir de 2003.";"Johnny Depp created this iconic character starting in 2003.";"Cinema"
466;Film;2;"Quel film de Ridley Scott avec Russell Crowe a remporté l'Oscar 2001 ?";"Which Ridley Scott film with Russell Crowe won the 2001 Oscar?";"A) Blade Runner | B) Gladiator | C) Black Hawk Down | D) Kingdom of Heaven";"A) Blade Runner | B) Gladiator | C) Black Hawk Down | D) Kingdom of Heaven";"B";"Gladiator (2000) a gagné 5 Oscars dont meilleur film.";"Gladiator (2000) won 5 Oscars including Best Picture.";"Cinema"
467;Film;2;"Quel réalisateur sud-coréen a réalisé Parasite, Oscar 2020 ?";"Which South Korean director made Parasite, 2020 Oscar winner?";"A) Park Chan-wook | B) Bong Joon-ho | C) Kim Ki-duk | D) Lee Chang-dong";"A) Park Chan-wook | B) Bong Joon-ho | C) Kim Ki-duk | D) Lee Chang-dong";"B";"Parasite est le premier film non anglophone à gagner l'Oscar du meilleur film.";"Parasite was the first non-English film to win Best Picture.";"Cinema"
